Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1356/2712        std::operator!=(std::_Rb_tree_const_iterator<int> const&, std::_Rb_tree_const_iterator<int> const&) [737]
                0.00    0.00    1355/2710        std::_Rb_tree_const_iterator<int>::operator*() const [746]
                0.00    0.00    1355/2710        std::_Rb_tree_const_iterator<int>::operator++() [750]
                0.00    0.00       1/2           std::set<int, std::less<int>, std::allocator<int> >::begin() const [1132]
                0.00    0.00       1/2           std::set<int, std::less<int>, std::allocator<int> >::end() const [1131]
                0.00    0.00       1/1           std::vector<DirectedEdge, std::allocator<DirectedEdge> >::vector() [1280]
                0.00    0.00       1/4           std::vector<DirectedEdge, std::allocator<DirectedEdge> >::begin() const [1057]
                0.00    0.00       1/4           std::vector<DirectedEdge, std::allocator<DirectedEdge> >::end() const [1056]
-----------------------------------------------
                0.00    0.00    5481/5481        compute_influence_power(std::vector<int, std::allocator<int> > const&) [55]
[95]     0.2    0.00    0.00    5481         compute_psi(int, int) [95]
                0.00    0.00    5481/1093307     std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [5]
-----------------------------------------------
                0.00    0.00    1397/1397        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set() [97]
[96]     0.2    0.00    0.00    1397         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [96]
                0.00    0.00    1397/2080        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets() [79]
                0.00    0.00    1397/1397        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [828]
                0.00    0.00    1397/1397        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::~_Hashtable_alloc() [835]
-----------------------------------------------
                0.00    0.00     264/1397        seed_selection_algorithm(std::vector<Seed, std::allocator<Seed> > const&) [45]
                0.00    0.00    1133/1397        void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [100]
[97]     0.2    0.00    0.00    1397         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set() [97]
                0.00    0.00    1397/1397        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [96]
-----------------------------------------------
                0.00    0.00    3843/3843        void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [99]
[98]     0.2    0.00    0.00    3843         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [98]
                0.00    0.00    3843/371832      std::pair<int const, int>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [17]
                0.00    0.00    3843/390868      std::tuple<int const&>::tuple(std::tuple<int const&>&&) [25]
                0.00    0.00    3843/1180889     operator new(unsigned long, void*) [18]
                0.00    0.00    3843/1567315     std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [304]
                0.00    0.00    3843/1567315     std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [302]
                0.00    0.00    3843/1567315     std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [303]
-----------------------------------------------
                0.00    0.00    3843/3843        void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [92]
[99]     0.2    0.00    0.00    3843         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [99]
                0.00    0.00    3843/3843        void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [98]
                0.00    0.00    3843/1567315     std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [302]
                0.00    0.00    3843/1567315     std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [303]
                0.00    0.00    3843/1567315     std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [304]
-----------------------------------------------
                0.00    0.00    1133/1133        void std::_Destroy_aux<false>::__destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [101]
[100]    0.2    0.00    0.00    1133         void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [100]
                0.00    0.00    1133/1397        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set() [97]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [103]
[101]    0.2    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [101]
                0.00    0.00    1133/1133        void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [100]
                0.00    0.00    1133/2266        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >* std::__addressof<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&) [761]
-----------------------------------------------
                0.00    0.00       1/1           SCC_CAC_partition(std::vector<DirectedEdge, std::allocator<DirectedEdge> > const&, int) [72]
[102]    0.2    0.00    0.00       1         std::vector<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::~vector() [102]
                0.00    0.00       1/1           void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >&) [104]
                0.00    0.00       1/2           std::_Vector_base<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::_M_get_Tp_allocator() [1154]
                0.00    0.00       1/1           std::_Vector_base<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::~_Vector_base() [1257]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >&) [104]
[103]    0.2    0.00    0.00       1         void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [103]
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [101]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::~vector() [102]
[104]    0.2    0.00    0.00       1         void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >&) [104]
                0.00    0.00       1/1           void std::_Destroy<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*>(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >*) [103]
-----------------------------------------------
                0.00    0.00    3077/3077        std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(int const&) [107]
[105]    0.2    0.00    0.00    3077         std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [105]
                0.00    0.00    3077/3077        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [115]
                0.00    0.00    3077/3077        std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int const&>(int const&) const [133]
                0.00    0.00    3077/17566       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [173]
                0.00    0.00    3077/10270       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [236]
                0.00    0.00    3077/16159       int const& std::__detail::_Identity::operator()<int const&>(int const&) const [475]
                0.00    0.00    3077/11471       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [537]
                0.00    0.00    3077/1174983     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [307]
                0.00    0.00    3077/3077        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Scoped_node::_Scoped_node(std::__detail::_Hash_node<int, false>*, std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >*) [710]
                0.00    0.00    3077/3077        std::pair<std::__detail::_Node_iterator<int, true, false>, bool>::pair<std::__detail::_Node_iterator<int, true, false>&, bool, true>(std::__detail::_Node_iterator<int, true, false>&, bool&&) [716]
                0.00    0.00    3077/3077        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Scoped_node::~_Scoped_node() [711]
-----------------------------------------------
                0.00    0.00     518/3077        extract_blackpath(BFS_Tree const&, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > const&) [144]
                0.00    0.00     518/3077        seed_selection_algorithm(std::vector<Seed, std::allocator<Seed> > const&) [45]
                0.00    0.00    2041/3077        SCC_CAC_partition(std::vector<DirectedEdge, std::allocator<DirectedEdge> > const&, int) [72]
[106]    0.2    0.00    0.00    3077         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(int const&) [106]
                0.00    0.00    3077/3077        std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(int const&) [107]
-----------------------------------------------
                0.00    0.00    3077/3077        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(int const&) [106]
[107]    0.2    0.00    0.00    3077         std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(int const&) [107]
                0.00    0.00    3077/3077        std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [105]
                0.00    0.00    3077/3077        std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_conjure_hashtable() [719]
                0.00    0.00    3077/3077        std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >&) [717]
-----------------------------------------------
                0.00    0.00      16/16641       calculate_influence_power() [265]
                0.00    0.00      90/16641       load_interest(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [258]
                0.00    0.00    1133/16641       load_component_levels(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [132]
                0.00    0.00    1355/16641       load_component_map(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [131]
                0.00    0.00    2801/16641       SCC_CAC_partition(std::vector<DirectedEdge, std::allocator<DirectedEdge> > const&, int) [72]
                0.00    0.00    5602/16641       load_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [81]
                0.00    0.00    5644/16641       find_seed_candidates() [3]
[108]    0.2    0.00    0.00   16641         std::vector<int, std::allocator<int> >::push_back(int const&) [108]
                0.00    0.00   11066/11066       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [120]
                0.00    0.00    5575/364111      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [42]
                0.00    0.00   11066/361892      std::vector<int, std::allocator<int> >::end() [374]
-----------------------------------------------
                0.00    0.00    1036/1036        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [110]
[109]    0.1    0.00    0.00    1036         void std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > > >(std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > > const&) [109]
                0.00    0.00    5812/5812        std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::operator()<std::pair<int const, int> const&>(std::pair<int const, int> const&) const [116]
                0.00    0.00    4776/809360      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [38]
                0.00    0.00    1036/1036        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_update_bbegin(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [229]
                0.00    0.00    5812/5812        std::conditional<std::is_lvalue_reference<std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&>::value, std::pair<int const, int> const&, std::pair<int const, int>&&>::type std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::__fwd_value_for<std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&>(std::pair<int const, int>&) [617]
                0.00    0.00    5812/1079645     std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_M_v() [308]
                0.00    0.00    5812/5812        std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_copy_code(std::__detail::_Hash_node_code_cache<false>&, std::__detail::_Hash_node_code_cache<false> const&) const [616]
                0.00    0.00    5812/2188839     std::__detail::_Hash_node<std::pair<int const, int>, false>::_M_next() const [296]
                0.00    0.00    1036/9154        std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [556]
                0.00    0.00    1036/24729       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [449]
-----------------------------------------------
                0.00    0.00    1036/1036        std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::unordered_map(std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > > const&) [111]
[110]    0.1    0.00    0.00    1036         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [110]
                0.00    0.00    1036/1036        void std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > > >(std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > > const&) [109]
                0.00    0.00    1036/1036        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator() const [905]
                0.00    0.00    1036/1036        __gnu_cxx::__alloc_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >, std::__detail::_Hash_node<std::pair<int const, int>, false> >::_S_select_on_copy(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [904]
                0.00    0.00    1036/1036        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&&) [909]
                0.00    0.00    1036/7385        std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::~allocator() [581]
                0.00    0.00    1036/405025      std::__detail::_Hash_node_base::_Hash_node_base() [346]
                0.00    0.00    1036/1036        std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >&) [908]
-----------------------------------------------
                0.00    0.00    1036/1036        BFS_Tree::BFS_Tree(BFS_Tree const&) [112]
[111]    0.1    0.00    0.00    1036         std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::unordered_map(std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > > const&) [111]
