Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[83]     0.9    0.01    0.00 7119937         std::__detail::_Hash_node<std::pair<int const, int>, false>::_M_next() const [83]
-----------------------------------------------
                0.01    0.00 6652890/6652890     __gnu_cxx::__aligned_buffer<std::pair<int const, int> >::_M_ptr() [51]
[84]     0.9    0.01    0.00 6652890         __gnu_cxx::__aligned_buffer<std::pair<int const, int> >::_M_addr() [84]
-----------------------------------------------
                0.01    0.00 4748919/4748919     std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [13]
[85]     0.9    0.01    0.00 4748919         std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [85]
-----------------------------------------------
                0.01    0.00 1173683/1173683     std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [53]
[86]     0.9    0.01    0.00 1173683         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [86]
                0.00    0.00 1173669/1173669     std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [324]
-----------------------------------------------
                0.01    0.00 1127440/1127440     std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [88]
[87]     0.9    0.01    0.00 1127440         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [87]
                0.00    0.00 1127449/1127449     __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::_M_max_size() const [338]
-----------------------------------------------
                0.00    0.00    9012/1127432     std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::pair<int const, int> const&>(std::pair<int const, int> const&) [194]
                0.00    0.01 1118420/1127432     std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [18]
[88]     0.9    0.00    0.01 1127432         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, unsigned long) [88]
                0.01    0.00 1127440/1127440     __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [87]
-----------------------------------------------
                0.00    0.00    6838/447553      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [138]
                0.00    0.00    7613/447553      std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [113]
                0.00    0.00   18743/447553      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node_base const*) [174]
                0.00    0.00  149743/447553      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> > const*, std::_Rb_tree_node_base const*, int const&) const [62]
                0.01    0.00  264616/447553      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [93]
[89]     0.9    0.01    0.00  447553         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [89]
                0.00    0.00  447553/473355      std::_Rb_tree_node<std::pair<int const, int> >::_M_valptr() const [364]
                0.00    0.00  447553/447553      std::_Select1st<std::pair<int const, int> >::operator()(std::pair<int const, int> const&) const [365]
-----------------------------------------------
                0.00    0.00    1014/4702385     std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [226]
                0.00    0.00    1014/4702385     std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [229]
                0.00    0.00    1014/4702385     void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> > >::construct<std::pair<int const, BFS_Tree>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> >&, std::pair<int const, BFS_Tree>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [233]
                0.00    0.00    1014/4702385     void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> >::construct<std::pair<int const, BFS_Tree>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, BFS_Tree>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
                0.00    0.00    6058/4702385     void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> >::construct<std::pair<int const, std::vector<int, std::allocator<int> > >, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, std::vector<int, std::allocator<int> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [196]
                0.00    0.00    6061/4702385     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [186]
                0.00    0.00    6062/4702385     void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> > >::construct<std::pair<int const, std::vector<int, std::allocator<int> > >, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> >&, std::pair<int const, std::vector<int, std::allocator<int> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [191]
                0.00    0.00    6063/4702385     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> > >, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> > >, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [183]
                0.00    0.00    7613/4702385     std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [113]
                0.00    0.00    7613/4702385     std::_Rb_tree_node<std::pair<int const, int> >* std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [176]
                0.00    0.00    7613/4702385     void std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [180]
                0.00    0.00    7613/4702385     void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, int> > > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, int> > >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [185]
                0.00    0.00    7613/4702385     void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [190]
                0.00    0.00   40551/4702385     std::__detail::_Hash_node<std::pair<int const, double>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [137]
                0.00    0.00   40570/4702385     void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::construct<std::pair<int const, double>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >&, std::pair<int const, double>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [146]
                0.00    0.00   40573/4702385     void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> >::construct<std::pair<int const, double>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, double>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [152]
                0.00    0.00   40589/4702385     std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [125]
                0.00    0.00 1118432/4702385     std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [16]
                0.00    0.00 1118432/4702385     void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [33]
                0.00    0.00 1118433/4702385     std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [18]
                0.00    0.00 1118440/4702385     void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [24]
[90]     0.9    0.01    0.00 4702385         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [90]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.9    0.00    0.01                 _GLOBAL__sub_I_index_counter [91]
                0.00    0.01    1996/1996        compute_influence_power(std::vector<int, std::allocator<int> > const&) [92]
                0.00    0.00    2029/1084883     std::unordered_map<int, std::vector<int, std::allocator<int> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > > >::operator[](int const&) [14]
                0.00    0.00    4049/4049        std::vector<int, std::allocator<int> >::operator[](unsigned long) const [723]
                0.00    0.00      98/93842       std::vector<int, std::allocator<int> >::size() const [392]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1161]
-----------------------------------------------
                0.00    0.01    1996/1996        _GLOBAL__sub_I_index_counter [91]
[92]     0.9    0.00    0.01    1996         compute_influence_power(std::vector<int, std::allocator<int> > const&) [92]
                0.00    0.00    7767/16545       std::vector<int, std::allocator<int> >::begin() const [81]
                0.00    0.00   24904/3318478     std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [6]
                0.00    0.00    8120/8120        compute_psi(int, int) [153]
                0.00    0.00   30744/2193940     std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >::operator[](int const&) [26]
                0.00    0.00    4540/1084883     std::unordered_map<int, std::vector<int, std::allocator<int> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > > >::operator[](int const&) [14]
                0.00    0.00    4524/1098476     std::vector<int, std::allocator<int> >::end() [42]
                0.00    0.00    4542/1098494     std::vector<int, std::allocator<int> >::begin() [78]
                0.00    0.00   16841/30581       bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [465]
                0.00    0.00   12673/2903773     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [293]
                0.00    0.00    9073/19331       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [508]
                0.00    0.00    9058/19316       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [509]
                0.00    0.00    8156/1845989     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [306]
                0.00    0.00    8145/1830173     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [307]
                0.00    0.00    7746/16524       std::vector<int, std::allocator<int> >::end() const [515]
-----------------------------------------------
                0.00    0.00    2643/20514       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::find(int const&) [123]
                0.00    0.01   17871/20514       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [97]
[93]     0.9    0.00    0.01   20514         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [93]
                0.01    0.00  264616/447553      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_key(std::_Rb_tree_node<std::pair<int const, int> > const*) [89]
                0.00    0.00   20514/61232       std::_Rb_tree_iterator<std::pair<int const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [80]
                0.00    0.00  264616/637251      std::less<int>::operator()(int const&, int const&) const [360]
                0.00    0.00  189853/199455      std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_right(std::_Rb_tree_node_base*) [367]
                0.00    0.00   74763/82376       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_S_left(std::_Rb_tree_node_base*) [395]
-----------------------------------------------
                0.00    0.01 2432541/2432541     std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [66]
[94]     0.8    0.00    0.01 2432541         std::__detail::_Hashtable_base<int, std::pair<int const, double>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, double>, false> const&) const [94]
                0.00    0.01 2432660/2673257     std::__detail::_Hash_node_value_base<std::pair<int const, double> >::_M_v() const [76]
                0.00    0.00 2432818/8421191     std::equal_to<int>::operator()(int const&, int const&) const [285]
                0.00    0.00 2432654/2432654     std::__detail::_Hashtable_base<int, std::pair<int const, double>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [299]
                0.00    0.00 2432614/2673265     decltype ((get<0>)((forward<std::pair<int const, double> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, double> const&>(std::pair<int const, double> const&) const [297]
                0.00    0.00 2432538/2432538     std::__detail::_Hashtable_base<int, std::pair<int const, double>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [300]
-----------------------------------------------
                0.00    0.01       1/1           process_partition(int, std::vector<DirectedEdge, std::allocator<DirectedEdge> > const&, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >&, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >&) [2]
[95]     0.8    0.00    0.01       1         SCC_CAC_partition(std::vector<DirectedEdge, std::allocator<DirectedEdge> > const&, int) [95]
                0.00    0.01    4187/6215        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(int const&) [69]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::assign(unsigned long, std::vector<int, std::allocator<int> > const&) [133]
                0.00    0.00     337/337         dfs(int) <cycle 1> [205]
                0.00    0.00    5129/38025       std::vector<int, std::allocator<int> >::push_back(int const&) [151]
                0.00    0.00    2327/1067446     std::queue<int, std::deque<int, std::allocator<int> > >::push(int const&) [35]
                0.00    0.00    2643/1098476     std::vector<int, std::allocator<int> >::end() [42]
                0.00    0.00    4622/11792       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::count(int const&) const [201]
                0.00    0.00    2643/1098494     std::vector<int, std::allocator<int> >::begin() [78]
                0.00    0.00    2327/1067446     std::queue<int, std::deque<int, std::allocator<int> > >::front() [79]
                0.00    0.00   26136/26136       std::vector<int, std::allocator<int> >::operator[](unsigned long) [481]
                0.00    0.00   18187/57099       std::vector<Vertex, std::allocator<Vertex> >::operator[](unsigned long) [407]
                0.00    0.00   11136/11136       std::vector<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::operator[](unsigned long) [559]
                0.00    0.00    7772/10415       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [566]
                0.00    0.00    7772/2903773     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [293]
                0.00    0.00    6514/9512        std::__detail::operator!=(std::__detail::_Node_iterator_base<int, false> const&, std::__detail::_Node_iterator_base<int, false> const&) [578]
                0.00    0.00    5130/15390       bool __gnu_cxx::operator!=<DirectedEdge const*, std::vector<DirectedEdge, std::allocator<DirectedEdge> > >(__gnu_cxx::__normal_iterator<DirectedEdge const*, std::vector<DirectedEdge, std::allocator<DirectedEdge> > > const&, __gnu_cxx::__normal_iterator<DirectedEdge const*, std::vector<DirectedEdge, std::allocator<DirectedEdge> > > const&) [523]
                0.00    0.00    5129/15387       __gnu_cxx::__normal_iterator<DirectedEdge const*, std::vector<DirectedEdge, std::allocator<DirectedEdge> > >::operator*() const [525]
                0.00    0.00    5129/15387       __gnu_cxx::__normal_iterator<DirectedEdge const*, std::vector<DirectedEdge, std::allocator<DirectedEdge> > >::operator++() [524]
                0.00    0.00    5129/1845989     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [306]
                0.00    0.00    5129/1830173     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [307]
                0.00    0.00    4187/6215        std::__detail::_Node_iterator<int, true, false>::operator*() const [632]
                0.00    0.00    4187/4187        int const& std::max<int>(int const&, int const&) [711]
                0.00    0.00    4187/6215        std::__detail::_Node_iterator<int, true, false>::operator++() [644]
                0.00    0.00    2328/1071104     std::queue<int, std::deque<int, std::allocator<int> > >::empty() const [353]
                0.00    0.00    2327/1067446     std::queue<int, std::deque<int, std::allocator<int> > >::pop() [359]
                0.00    0.00    2327/3297        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::begin() [757]
                0.00    0.00    2327/3297        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::end() [756]
                0.00    0.00       3/11376       std::vector<int, std::allocator<int> >::~vector() [556]
                0.00    0.00       2/12373       std::allocator<int>::allocator() [544]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [1141]
                0.00    0.00       2/17684       std::allocator<int>::~allocator() [514]
                0.00    0.00       1/8716        std::vector<int, std::allocator<int> >::vector() [583]
                0.00    0.00       1/1           Vertex::Vertex() [1163]
                0.00    0.00       1/2644        Vertex::~Vertex() [813]
                0.00    0.00       1/1           std::vector<Vertex, std::allocator<Vertex> >::assign(unsigned long, Vertex const&) [1273]
                0.00    0.00       1/1           std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [1186]
                0.00    0.00       1/4           std::vector<DirectedEdge, std::allocator<DirectedEdge> >::end() const [1038]
                0.00    0.00       1/4           std::vector<DirectedEdge, std::allocator<DirectedEdge> >::begin() const [1039]
                0.00    0.00       1/1           std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::allocator() [1200]
                0.00    0.00       1/1           std::vector<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > const&) [1284]
                0.00    0.00       1/3           std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > >::~allocator() [1066]
                0.00    0.00       1/3658        std::queue<int, std::deque<int, std::allocator<int> > >::queue<std::deque<int, std::allocator<int> >, void>() [745]
                0.00    0.00       1/3658        std::queue<int, std::deque<int, std::allocator<int> > >::~queue() [746]
                0.00    0.00       1/1           std::vector<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >, std::allocator<std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > > >::~vector() [1285]
-----------------------------------------------
                0.00    0.01   17871/17871       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [58]
[96]     0.7    0.00    0.01   17871         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [96]
                0.00    0.01   17871/17871       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [97]
-----------------------------------------------
                0.00    0.01   17871/17871       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [96]
[97]     0.7    0.00    0.01   17871         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [97]
                0.00    0.01   17871/20514       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, int> >*, std::_Rb_tree_node_base*, int const&) [93]
